img_id,imgSize,bbox_coord,bbox_area,bbox_category,num_box
4881.png,"(1622, 626)","[[389, 267, 13, 12]]",[156],[5],1
4882.png,"(1622, 626)","[[716, 295, 11, 12], [1135, 281, 26, 24], [1136, 256, 24, 24], [1088, 282, 21, 19]]","[132, 624, 576, 399]","[6, 2, 4, 5]",4
4884.png,"(1622, 626)","[[630, 271, 12, 13], [628, 285, 13, 13], [942, 333, 9, 9]]","[156, 169, 81]","[1, 7, 5]",3
4885.png,"(1622, 626)","[[814, 226, 24, 25], [317, 178, 46, 46]]","[600, 2116]","[5, 5]",2
4886.png,"(1622, 626)","[[873, 196, 43, 54], [545, 262, 17, 15], [546, 279, 16, 16], [366, 253, 20, 17], [365, 236, 20, 17], [369, 294, 19, 15]]","[2322, 255, 256, 340, 340, 285]","[5, 4, 2, 2, 4, 5]",6
4891.png,"(1622, 626)","[[920, 194, 21, 17], [893, 193, 22, 22]]","[357, 484]","[6, 5]",2
4894.png,"(1622, 626)","[[742, 242, 15, 15]]",[225],[2],1
4895.png,"(1622, 626)","[[1046, 192, 43, 53]]",[2279],[6],1
4897.png,"(1622, 626)","[[967, 238, 14, 15], [969, 256, 15, 14]]","[210, 210]","[5, 5]",2
4899.png,"(1622, 626)","[[978, 222, 30, 33], [1495, 171, 62, 47], [643, 217, 20, 18]]","[990, 2914, 360]","[2, 5, 5]",3
4901.png,"(1622, 626)","[[637, 270, 5, 5]]",[25],[2],1
4902.png,"(1622, 626)","[[886, 171, 38, 39], [887, 134, 36, 36], [505, 237, 21, 14], [505, 220, 19, 15]]","[1482, 1296, 294, 285]","[2, 4, 6, 6]",4
4903.png,"(1622, 626)","[[399, 402, 9, 8], [822, 406, 8, 8]]","[72, 64]","[1, 5]",2
4907.png,"(1622, 626)","[[968, 414, 9, 9], [755, 416, 8, 9], [757, 406, 8, 9]]","[81, 72, 72]","[5, 5, 5]",3
4910.png,"(1622, 626)","[[826, 248, 23, 22], [662, 288, 5, 5], [661, 294, 6, 7]]","[506, 25, 42]","[5, 1, 7]",3
4914.png,"(1622, 626)","[[618, 312, 31, 31], [620, 281, 30, 31], [1427, 266, 112, 118]]","[961, 930, 13216]","[5, 2, 2]",3
4915.png,"(1622, 626)","[[1027, 292, 16, 14], [1208, 322, 23, 20]]","[224, 460]","[5, 7]",2
4916.png,"(1622, 626)","[[212, 194, 29, 23], [248, 191, 31, 32], [282, 187, 29, 31], [313, 183, 30, 30], [349, 179, 32, 32], [383, 181, 29, 30], [671, 154, 23, 24], [699, 157, 24, 23], [995, 259, 23, 21], [993, 212, 19, 21], [993, 235, 21, 22], [822, 286, 6, 6], [822, 279, 6, 6]]","[667, 992, 899, 900, 1024, 870, 552, 552, 483, 399, 462, 36, 36]","[6, 4, 7, 5, 5, 5, 5, 5, 2, 5, 4, 5, 5]",13
4921.png,"(1622, 626)","[[1012, 326, 30, 22]]",[660],[6],1
4922.png,"(1622, 626)","[[890, 233, 18, 19], [886, 246, 6, 6], [886, 237, 5, 6], [979, 248, 6, 6], [979, 232, 6, 7]]","[342, 36, 30, 36, 42]","[3, 7, 2, 4, 5]",5
4923.png,"(1622, 626)","[[851, 235, 30, 31], [880, 220, 23, 25], [853, 175, 32, 29], [1194, 237, 9, 8], [1194, 247, 10, 8], [1213, 238, 20, 18], [1256, 223, 30, 23], [639, 212, 18, 20], [638, 234, 20, 20]]","[930, 575, 928, 72, 80, 360, 690, 360, 400]","[4, 2, 5, 4, 2, 2, 5, 1, 7]",9
4924.png,"(1622, 626)","[[758, 259, 19, 18], [1027, 283, 8, 35]]","[342, 280]","[2, 1]",2
4927.png,"(1622, 626)","[[811, 405, 8, 7], [537, 387, 12, 10]]","[56, 120]","[2, 1]",2
4928.png,"(1622, 626)","[[980, 303, 10, 7]]",[70],[6],1
4930.png,"(1622, 626)","[[617, 166, 40, 44], [26, 232, 25, 19], [399, 277, 13, 12]]","[1760, 475, 156]","[3, 5, 5]",3
4931.png,"(1622, 626)","[[803, 253, 27, 28]]",[756],[2],1
4935.png,"(1622, 626)","[[827, 283, 40, 38], [679, 340, 6, 11]]","[1520, 66]","[3, 1]",2
4937.png,"(1622, 626)","[[891, 250, 11, 11], [890, 264, 13, 13], [908, 230, 18, 17], [1076, 220, 16, 32]]","[121, 169, 306, 512]","[4, 2, 5, 1]",4
4938.png,"(1622, 626)","[[719, 282, 28, 26]]",[728],[2],1
4940.png,"(1622, 626)","[[535, 44, 54, 67], [531, 0, 53, 39], [678, 220, 16, 15]]","[3618, 2067, 240]","[2, 4, 4]",3
4941.png,"(1622, 626)","[[773, 232, 18, 16]]",[288],[2],1
4943.png,"(1622, 626)","[[1504, 171, 93, 72], [1497, 101, 88, 68], [1490, 28, 85, 70], [867, 312, 8, 8], [867, 304, 7, 7]]","[6696, 5984, 5950, 64, 49]","[2, 4, 5, 5, 5]",5
4944.png,"(1622, 626)","[[761, 16, 60, 68], [845, 244, 13, 12]]","[4080, 156]","[5, 5]",2
4945.png,"(1622, 626)","[[717, 317, 42, 39], [721, 274, 42, 39]]","[1638, 1638]","[4, 2]",2
4946.png,"(1622, 626)","[[750, 254, 21, 24]]",[504],[5],1
4947.png,"(1622, 626)","[[1012, 168, 28, 52]]",[1456],[5],1
4948.png,"(1622, 626)","[[584, 239, 33, 34]]",[1122],[2],1
4950.png,"(1622, 626)","[[978, 298, 21, 19]]",[399],[2],1
4953.png,"(1622, 626)","[[733, 233, 32, 34], [796, 237, 19, 20], [796, 216, 20, 20], [1094, 240, 32, 29], [1094, 272, 32, 27]]","[1088, 380, 400, 928, 864]","[4, 4, 2, 4, 2]",5
4961.png,"(1622, 626)","[[989, 309, 7, 6]]",[42],[6],1
4963.png,"(1622, 626)","[[774, 207, 10, 8], [789, 204, 11, 11], [519, 180, 18, 16], [519, 198, 18, 14]]","[80, 121, 288, 252]","[4, 5, 1, 7]",4
4965.png,"(1622, 626)","[[655, 387, 14, 14], [656, 371, 14, 14]]","[196, 196]","[5, 2]",2
4967.png,"(1622, 626)","[[1175, 210, 106, 76], [1181, 117, 115, 86]]","[8056, 9890]","[6, 6]",2
4968.png,"(1622, 626)","[[917, 270, 32, 30], [913, 236, 33, 30]]","[960, 990]","[5, 5]",2
4977.png,"(1622, 626)","[[901, 297, 8, 7]]",[56],[6],1
4980.png,"(1622, 626)","[[1090, 137, 63, 63], [215, 284, 15, 17], [445, 292, 14, 14], [892, 295, 9, 9], [892, 306, 7, 7], [893, 321, 11, 10], [905, 321, 6, 7], [913, 320, 9, 8], [923, 319, 10, 8]]","[3969, 255, 196, 81, 49, 110, 42, 72, 80]","[3, 1, 1, 2, 5, 7, 6, 6, 6]",9
4981.png,"(1622, 626)","[[411, 214, 20, 16], [411, 195, 18, 16]]","[320, 288]","[5, 4]",2
4983.png,"(1622, 626)","[[1231, 253, 41, 37]]",[1517],[7],1
4984.png,"(1622, 626)","[[1058, 300, 12, 10], [1013, 309, 8, 8], [1012, 299, 10, 8], [905, 312, 12, 11], [906, 303, 10, 8], [896, 316, 8, 8], [804, 322, 8, 7]]","[120, 64, 80, 132, 80, 64, 56]","[5, 2, 5, 2, 5, 5, 5]",7
4987.png,"(1622, 626)","[[647, 302, 13, 12], [628, 302, 13, 13], [476, 291, 14, 12], [476, 305, 14, 12], [791, 324, 11, 10], [805, 307, 12, 14]]","[156, 169, 168, 168, 110, 168]","[5, 2, 1, 7, 5, 2]",6
4988.png,"(1622, 626)","[[760, 246, 17, 17]]",[289],[2],1
4992.png,"(1622, 626)","[[576, 365, 8, 8], [575, 375, 9, 8]]","[64, 72]","[1, 7]",2
4994.png,"(1622, 626)","[[1200, 100, 72, 62], [1197, 213, 69, 66], [947, 256, 14, 14]]","[4464, 4554, 196]","[5, 2, 4]",3
4996.png,"(1622, 626)","[[790, 141, 50, 46]]",[2300],[6],1
4999.png,"(1622, 626)","[[933, 362, 28, 29]]",[812],[2],1
5001.png,"(1622, 626)","[[995, 371, 20, 19]]",[380],[2],1
5004.png,"(1622, 626)","[[367, 141, 33, 58], [359, 211, 37, 48], [973, 310, 18, 20]]","[1914, 1776, 360]","[2, 6, 5]",3
5005.png,"(1622, 626)","[[1193, 156, 87, 78]]",[6786],[2],1
5008.png,"(1622, 626)","[[815, 261, 21, 22], [752, 279, 7, 7]]","[462, 49]","[3, 2]",2
5009.png,"(1622, 626)","[[788, 111, 29, 31]]",[899],[2],1
5011.png,"(1622, 626)","[[774, 219, 21, 19], [728, 238, 8, 8]]","[399, 64]","[6, 2]",2
5012.png,"(1622, 626)","[[817, 0, 145, 76]]",[11020],[2],1
5014.png,"(1622, 626)","[[995, 224, 44, 44]]",[1936],[7],1
5015.png,"(1622, 626)","[[810, 141, 48, 45], [857, 190, 11, 12], [589, 204, 7, 8], [604, 200, 6, 5], [589, 198, 6, 5]]","[2160, 132, 56, 30, 30]","[6, 5, 2, 5, 5]",5
5016.png,"(1622, 626)","[[725, 352, 16, 16], [1291, 308, 41, 36]]","[256, 1476]","[2, 2]",2
5018.png,"(1622, 626)","[[1270, 1, 98, 57]]",[5586],[5],1
5019.png,"(1622, 626)","[[817, 420, 17, 17]]",[289],[2],1
5020.png,"(1622, 626)","[[1466, 390, 42, 42], [1477, 479, 45, 45], [1464, 353, 37, 33], [1474, 437, 42, 40]]","[1764, 2025, 1221, 1680]","[5, 5, 6, 6]",4
5021.png,"(1622, 626)","[[1230, 79, 132, 117], [1225, 0, 134, 70], [851, 303, 6, 7]]","[15444, 9380, 42]","[5, 2, 2]",3
5022.png,"(1622, 626)","[[898, 298, 31, 31], [898, 331, 30, 26]]","[961, 780]","[2, 6]",2
5023.png,"(1622, 626)","[[891, 266, 18, 15], [458, 272, 8, 11], [458, 250, 8, 12]]","[270, 88, 96]","[6, 5, 5]",3
5024.png,"(1622, 626)","[[387, 366, 7, 6]]",[42],[1],1
5025.png,"(1622, 626)","[[1024, 152, 91, 84], [862, 228, 61, 61], [861, 289, 65, 52]]","[7644, 3721, 3380]","[2, 5, 6]",3
5026.png,"(1622, 626)","[[1189, 132, 177, 152], [737, 340, 11, 11], [217, 326, 14, 19]]","[26904, 121, 266]","[6, 3, 4]",3
5030.png,"(1622, 626)","[[1198, 137, 36, 34], [1086, 146, 25, 23]]","[1224, 575]","[2, 5]",2
5031.png,"(1622, 626)","[[516, 106, 26, 24], [516, 133, 26, 24], [520, 157, 18, 18], [1012, 201, 33, 37], [1016, 164, 28, 36], [747, 189, 18, 22]]","[624, 624, 324, 1221, 1008, 396]","[4, 2, 5, 4, 2, 5]",6
5033.png,"(1622, 626)","[[845, 324, 39, 40]]",[1560],[2],1
5034.png,"(1622, 626)","[[1360, 297, 35, 38], [1358, 258, 34, 36], [1039, 326, 12, 14]]","[1330, 1224, 168]","[2, 5, 2]",3
5036.png,"(1622, 626)","[[869, 151, 31, 33]]",[1023],[3],1
5037.png,"(1622, 626)","[[729, 251, 54, 54]]",[2916],[2],1
5041.png,"(1622, 626)","[[962, 453, 13, 18], [794, 490, 7, 8], [498, 481, 8, 9], [637, 443, 9, 10]]","[234, 56, 72, 90]","[3, 3, 3, 5]",4
5042.png,"(1622, 626)","[[965, 88, 99, 97], [861, 197, 21, 23], [240, 209, 22, 32], [1023, 290, 95, 84], [1009, 357, 85, 64]]","[9603, 483, 704, 7980, 5440]","[3, 2, 1, 6, 6]",5
5044.png,"(1622, 626)","[[1216, 194, 51, 48], [719, 189, 23, 29]]","[2448, 667]","[2, 2]",2
5045.png,"(1622, 626)","[[1396, 7, 72, 92]]",[6624],[5],1
5046.png,"(1622, 626)","[[384, 28, 71, 62], [392, 93, 58, 49], [383, 0, 71, 24], [1071, 139, 45, 67]]","[4402, 2842, 1704, 3015]","[2, 5, 4, 5]",4
5048.png,"(1622, 626)","[[658, 420, 37, 38]]",[1406],[2],1
5049.png,"(1622, 626)","[[807, 328, 43, 51], [839, 379, 8, 18], [677, 416, 9, 9]]","[2193, 144, 81]","[3, 2, 2]",3
5051.png,"(1622, 626)","[[946, 298, 18, 18], [946, 280, 18, 16], [864, 312, 7, 6]]","[324, 288, 42]","[7, 6, 6]",3
5053.png,"(1622, 626)","[[894, 268, 74, 101], [622, 294, 45, 42], [296, 305, 30, 22]]","[7474, 1890, 660]","[2, 5, 5]",3
5054.png,"(1622, 626)","[[432, 153, 36, 42], [432, 199, 38, 43], [609, 174, 21, 23]]","[1512, 1634, 483]","[5, 5, 5]",3
5058.png,"(1622, 626)","[[990, 153, 38, 36]]",[1368],[2],1
5059.png,"(1622, 626)","[[936, 353, 26, 24], [913, 427, 9, 10], [912, 415, 9, 11], [924, 415, 9, 10], [774, 445, 12, 12], [652, 451, 10, 10], [606, 373, 14, 14]]","[624, 90, 99, 90, 144, 100, 196]","[5, 5, 5, 5, 7, 3, 5]",7
5060.png,"(1622, 626)","[[639, 48, 109, 125], [975, 280, 5, 4], [975, 284, 5, 4]]","[13625, 20, 20]","[5, 1, 7]",3
5063.png,"(1622, 626)","[[647, 441, 32, 33], [574, 468, 9, 9], [586, 477, 10, 10]]","[1056, 81, 100]","[3, 5, 2]",3
5064.png,"(1622, 626)","[[769, 282, 8, 8], [780, 267, 9, 9]]","[64, 81]","[2, 5]",2
5066.png,"(1622, 626)","[[1007, 343, 42, 42]]",[1764],[7],1
5067.png,"(1622, 626)","[[888, 264, 30, 31]]",[930],[2],1
5068.png,"(1622, 626)","[[605, 187, 12, 13], [604, 200, 13, 13], [245, 190, 13, 16], [769, 190, 12, 14]]","[156, 169, 208, 168]","[1, 7, 2, 2]",4
5070.png,"(1622, 626)","[[785, 272, 33, 35], [657, 310, 7, 5]]","[1155, 35]","[3, 2]",2
5072.png,"(1622, 626)","[[885, 266, 36, 37], [1008, 251, 57, 61]]","[1332, 3477]","[5, 2]",2
5074.png,"(1622, 626)","[[1081, 233, 49, 52]]",[2548],[2],1
5075.png,"(1622, 626)","[[948, 68, 49, 57], [824, 122, 25, 26]]","[2793, 650]","[2, 5]",2
5076.png,"(1622, 626)","[[1047, 25, 52, 56], [781, 180, 4, 4]]","[2912, 16]","[5, 2]",2
5077.png,"(1622, 626)","[[904, 248, 25, 28], [903, 277, 26, 24], [974, 274, 8, 15]]","[700, 624, 120]","[3, 6, 2]",3
5078.png,"(1622, 626)","[[1421, 117, 80, 86]]",[6880],[2],1
5080.png,"(1622, 626)","[[1199, 222, 79, 102], [700, 414, 11, 11]]","[8058, 121]","[3, 2]",2
5081.png,"(1622, 626)","[[497, 207, 12, 11], [498, 217, 12, 10], [622, 219, 11, 11]]","[132, 120, 121]","[1, 7, 2]",3
5082.png,"(1622, 626)","[[1364, 4, 87, 117], [763, 253, 7, 6]]","[10179, 42]","[3, 2]",2
5085.png,"(1622, 626)","[[817, 340, 22, 22], [1098, 299, 36, 56], [475, 275, 11, 28]]","[484, 2016, 308]","[2, 2, 2]",3
5086.png,"(1622, 626)","[[902, 228, 24, 25], [930, 234, 25, 21]]","[600, 525]","[4, 6]",2
5087.png,"(1622, 626)","[[979, 136, 11, 11]]",[121],[2],1
5088.png,"(1622, 626)","[[1339, 343, 68, 54], [1352, 402, 69, 53]]","[3672, 3657]","[5, 2]",2
5089.png,"(1622, 626)","[[766, 313, 8, 7], [766, 321, 7, 7], [825, 315, 6, 7], [832, 307, 8, 7]]","[56, 49, 42, 56]","[1, 7, 5, 5]",4
5090.png,"(1622, 626)","[[1086, 247, 91, 91]]",[8281],[6],1
5092.png,"(1622, 626)","[[907, 310, 6, 7]]",[42],[7],1
5094.png,"(1622, 626)","[[824, 240, 8, 14]]",[112],[2],1
5096.png,"(1622, 626)","[[949, 370, 7, 7], [941, 374, 5, 5]]","[49, 25]","[2, 6]",2
5097.png,"(1622, 626)","[[960, 171, 90, 88]]",[7920],[6],1
5099.png,"(1622, 626)","[[1035, 299, 30, 30], [1002, 300, 24, 24]]","[900, 576]","[2, 5]",2
5101.png,"(1622, 626)","[[940, 350, 23, 33]]",[759],[5],1
5105.png,"(1622, 626)","[[817, 397, 37, 41]]",[1517],[2],1
5106.png,"(1622, 626)","[[908, 168, 35, 37], [789, 176, 11, 12], [802, 179, 10, 10], [790, 195, 10, 10]]","[1295, 132, 100, 100]","[3, 2, 5, 6]",4
5107.png,"(1622, 626)","[[871, 229, 31, 30], [874, 196, 29, 30]]","[930, 870]","[2, 5]",2
5108.png,"(1622, 626)","[[1242, 246, 101, 99]]",[9999],[3],1
5109.png,"(1622, 626)","[[563, 332, 20, 21]]",[420],[5],1
5110.png,"(1622, 626)","[[1052, 168, 48, 44]]",[2112],[2],1
5111.png,"(1622, 626)","[[973, 47, 71, 74], [625, 238, 11, 11], [625, 252, 12, 11]]","[5254, 121, 132]","[6, 5, 2]",3
5112.png,"(1622, 626)","[[774, 150, 35, 42]]",[1470],[2],1
5113.png,"(1622, 626)","[[1249, 255, 57, 52], [646, 306, 15, 14], [534, 329, 9, 8], [533, 338, 9, 9], [169, 320, 15, 15]]","[2964, 210, 72, 81, 225]","[2, 5, 1, 7, 1]",5
5114.png,"(1622, 626)","[[1260, 171, 105, 85], [1268, 85, 100, 83]]","[8925, 8300]","[2, 5]",2
5115.png,"(1622, 626)","[[893, 87, 74, 76]]",[5624],[2],1
5116.png,"(1622, 626)","[[675, 298, 21, 21], [675, 321, 21, 22]]","[441, 462]","[1, 7]",2
5117.png,"(1622, 626)","[[816, 9, 48, 60], [643, 76, 11, 13]]","[2880, 143]","[3, 2]",2
5118.png,"(1622, 626)","[[748, 283, 29, 28]]",[812],[2],1
5120.png,"(1622, 626)","[[1108, 331, 34, 31], [1026, 358, 15, 12]]","[1054, 180]","[2, 6]",2
5122.png,"(1622, 626)","[[786, 167, 23, 22], [785, 191, 22, 22]]","[506, 484]","[2, 5]",2
5124.png,"(1622, 626)","[[846, 243, 24, 22]]",[528],[3],1
5126.png,"(1622, 626)","[[617, 184, 17, 16], [616, 166, 16, 16], [659, 167, 18, 16]]","[272, 256, 288]","[2, 5, 5]",3
5127.png,"(1622, 626)","[[577, 2, 90, 95]]",[8550],[2],1
5128.png,"(1622, 626)","[[675, 166, 21, 20], [1421, 129, 42, 60], [493, 172, 10, 13]]","[420, 2520, 130]","[3, 2, 7]",3
5129.png,"(1622, 626)","[[1049, 272, 36, 35]]",[1260],[7],1
5130.png,"(1622, 626)","[[582, 480, 9, 11]]",[99],[3],1
5131.png,"(1622, 626)","[[541, 198, 16, 19]]",[304],[5],1
5134.png,"(1622, 626)","[[242, 195, 12, 10], [245, 208, 11, 11], [257, 195, 11, 13]]","[120, 121, 143]","[5, 5, 5]",3
5135.png,"(1622, 626)","[[821, 164, 28, 29], [820, 221, 28, 23], [894, 182, 37, 34]]","[812, 644, 1258]","[2, 6, 6]",3
5136.png,"(1622, 626)","[[1034, 87, 132, 125]]",[16500],[3],1
5137.png,"(1622, 626)","[[592, 240, 33, 35]]",[1155],[3],1
5139.png,"(1622, 626)","[[1445, 169, 93, 84]]",[7812],[2],1
5141.png,"(1622, 626)","[[772, 275, 7, 7]]",[49],[5],1
5142.png,"(1622, 626)","[[971, 282, 23, 20]]",[460],[2],1
5143.png,"(1622, 626)","[[671, 521, 10, 10]]",[100],[2],1
5145.png,"(1622, 626)","[[262, 190, 44, 43], [791, 277, 9, 8], [800, 277, 9, 9]]","[1892, 72, 81]","[3, 5, 6]",3
5146.png,"(1622, 626)","[[822, 185, 31, 41], [589, 193, 11, 13]]","[1271, 143]","[3, 2]",2
5147.png,"(1622, 626)","[[1124, 221, 76, 92]]",[6992],[2],1
5148.png,"(1622, 626)","[[787, 275, 9, 10]]",[90],[2],1
5150.png,"(1622, 626)","[[883, 195, 22, 23]]",[506],[2],1
5152.png,"(1622, 626)","[[1214, 54, 40, 56]]",[2240],[5],1
5154.png,"(1622, 626)","[[507, 233, 10, 13]]",[130],[2],1
5157.png,"(1622, 626)","[[841, 318, 17, 21]]",[357],[3],1
5159.png,"(1622, 626)","[[934, 369, 6, 6]]",[36],[2],1
5160.png,"(1622, 626)","[[1154, 246, 46, 43], [504, 302, 17, 24]]","[1978, 408]","[2, 2]",2
5161.png,"(1622, 626)","[[885, 226, 28, 28], [526, 169, 22, 19]]","[784, 418]","[2, 7]",2
5162.png,"(1622, 626)","[[757, 185, 37, 38], [574, 273, 14, 14], [609, 273, 14, 15]]","[1406, 196, 210]","[7, 1, 7]",3
5163.png,"(1622, 626)","[[735, 357, 30, 33], [655, 404, 7, 7]]","[990, 49]","[3, 2]",2
5164.png,"(1622, 626)","[[797, 269, 8, 7]]",[56],[2],1
5166.png,"(1622, 626)","[[1079, 198, 38, 48], [707, 303, 7, 8]]","[1824, 56]","[2, 7]",2
5167.png,"(1622, 626)","[[886, 189, 36, 35]]",[1260],[6],1
5168.png,"(1622, 626)","[[736, 395, 5, 5]]",[25],[2],1
5169.png,"(1622, 626)","[[1216, 0, 117, 124], [615, 336, 6, 6]]","[14508, 36]","[2, 3]",2
5170.png,"(1622, 626)","[[1158, 47, 77, 96]]",[7392],[2],1
5171.png,"(1622, 626)","[[443, 522, 11, 18], [447, 503, 12, 17], [455, 478, 12, 21], [851, 518, 18, 20], [1277, 477, 35, 39]]","[198, 204, 252, 360, 1365]","[6, 6, 5, 2, 2]",5
5172.png,"(1622, 626)","[[1212, 216, 49, 73]]",[3577],[2],1
5173.png,"(1622, 626)","[[817, 383, 25, 25]]",[625],[2],1
5176.png,"(1622, 626)","[[615, 467, 16, 15], [641, 444, 15, 16], [285, 428, 12, 23], [848, 425, 15, 29]]","[240, 240, 276, 435]","[2, 5, 2, 2]",4
5177.png,"(1622, 626)","[[1015, 303, 48, 50], [899, 321, 9, 9]]","[2400, 81]","[3, 2]",2
5178.png,"(1622, 626)","[[1318, 132, 96, 84], [792, 318, 19, 19]]","[8064, 361]","[5, 2]",2
5179.png,"(1622, 626)","[[803, 216, 27, 31], [465, 160, 40, 32], [471, 194, 30, 24], [466, 122, 37, 36]]","[837, 1280, 720, 1332]","[5, 2, 5, 4]",4
5180.png,"(1622, 626)","[[1122, 184, 56, 55]]",[3080],[2],1
5182.png,"(1622, 626)","[[969, 327, 56, 55]]",[3080],[2],1
5183.png,"(1622, 626)","[[870, 292, 88, 84]]",[7392],[2],1
5185.png,"(1622, 626)","[[823, 301, 16, 24], [820, 327, 18, 19], [833, 343, 18, 17]]","[384, 342, 306]","[2, 6, 6]",3
5186.png,"(1622, 626)","[[945, 339, 18, 18], [892, 359, 7, 7], [868, 362, 6, 5], [334, 284, 26, 29]]","[324, 49, 30, 754]","[3, 3, 5, 1]",4
5187.png,"(1622, 626)","[[242, 256, 12, 11], [241, 267, 14, 12]]","[132, 168]","[1, 7]",2
5189.png,"(1622, 626)","[[664, 233, 51, 54], [369, 203, 20, 18], [773, 66, 69, 81]]","[2754, 360, 5589]","[2, 5, 5]",3
5190.png,"(1622, 626)","[[756, 267, 20, 20]]",[400],[2],1
5193.png,"(1622, 626)","[[914, 233, 50, 58]]",[2900],[3],1
5195.png,"(1622, 626)","[[957, 271, 31, 30], [476, 232, 35, 38], [476, 271, 35, 37]]","[930, 1330, 1295]","[2, 1, 7]",3
5196.png,"(1622, 626)","[[765, 273, 17, 14]]",[238],[6],1
5199.png,"(1622, 626)","[[411, 392, 20, 25], [975, 398, 23, 23]]","[500, 529]","[2, 2]",2
5200.png,"(1622, 626)","[[1010, 299, 43, 43], [1007, 248, 47, 50]]","[1849, 2350]","[6, 2]",2
5202.png,"(1622, 626)","[[869, 342, 28, 29]]",[812],[2],1
5204.png,"(1622, 626)","[[892, 124, 32, 34], [891, 160, 32, 33]]","[1088, 1056]","[2, 5]",2
5205.png,"(1622, 626)","[[870, 353, 8, 7], [868, 342, 10, 10], [995, 292, 30, 31]]","[56, 100, 930]","[6, 5, 3]",3
5206.png,"(1622, 626)","[[907, 426, 11, 12], [1456, 239, 138, 116]]","[132, 16008]","[3, 2]",2
5207.png,"(1622, 626)","[[767, 302, 28, 29]]",[812],[2],1
5210.png,"(1622, 626)","[[988, 198, 23, 23]]",[529],[2],1
5211.png,"(1622, 626)","[[1330, 145, 53, 51], [1327, 201, 56, 51]]","[2703, 2856]","[2, 5]",2
5215.png,"(1622, 626)","[[73, 413, 34, 27], [815, 403, 12, 32], [690, 442, 19, 19], [601, 469, 16, 15], [603, 444, 17, 17]]","[918, 384, 361, 240, 289]","[2, 2, 5, 6, 2]",5
5216.png,"(1622, 626)","[[656, 355, 30, 30], [1517, 253, 104, 125]]","[900, 13000]","[2, 2]",2
5217.png,"(1622, 626)","[[1026, 538, 20, 20], [1024, 517, 17, 19], [1287, 501, 35, 38]]","[400, 323, 1330]","[6, 6, 2]",3
5219.png,"(1622, 626)","[[1024, 301, 10, 9]]",[90],[2],1
5220.png,"(1622, 626)","[[822, 389, 24, 25]]",[600],[3],1
5221.png,"(1622, 626)","[[1156, 111, 61, 46], [1158, 47, 65, 60]]","[2806, 3900]","[6, 2]",2
5222.png,"(1622, 626)","[[821, 222, 21, 22], [1278, 192, 34, 35]]","[462, 1190]","[2, 2]",2
5224.png,"(1622, 626)","[[1135, 250, 98, 97]]",[9506],[2],1
5225.png,"(1622, 626)","[[785, 397, 19, 20], [151, 382, 30, 37]]","[380, 1110]","[2, 1]",2
5226.png,"(1622, 626)","[[1090, 250, 34, 40]]",[1360],[2],1
5227.png,"(1622, 626)","[[543, 539, 9, 8], [510, 541, 17, 15]]","[72, 255]","[3, 2]",2
5228.png,"(1622, 626)","[[796, 510, 14, 14], [1124, 540, 17, 25], [377, 478, 10, 17]]","[196, 425, 170]","[2, 1, 2]",3
5230.png,"(1622, 626)","[[857, 341, 18, 19], [856, 318, 22, 22]]","[342, 484]","[6, 2]",2
5234.png,"(1622, 626)","[[796, 293, 23, 23], [103, 316, 30, 25]]","[529, 750]","[2, 6]",2
5238.png,"(1622, 626)","[[1381, 199, 91, 97]]",[8827],[3],1
5240.png,"(1622, 626)","[[858, 189, 27, 29]]",[783],[5],1
5242.png,"(1622, 626)","[[900, 411, 37, 37]]",[1369],[2],1
5243.png,"(1622, 626)","[[1006, 168, 48, 71]]",[3408],[2],1
5245.png,"(1622, 626)","[[1355, 278, 78, 76]]",[5928],[2],1
5247.png,"(1622, 626)","[[34, 129, 92, 71], [1120, 211, 24, 21], [1066, 218, 13, 11]]","[6532, 504, 143]","[1, 3, 7]",3
5249.png,"(1622, 626)","[[1072, 326, 21, 24], [762, 299, 13, 14], [733, 345, 9, 9], [660, 353, 4, 5]]","[504, 182, 81, 20]","[2, 2, 3, 1]",4
5251.png,"(1622, 626)","[[991, 249, 30, 30]]",[900],[2],1
5252.png,"(1622, 626)","[[896, 187, 46, 46]]",[2116],[2],1
5255.png,"(1622, 626)","[[1135, 239, 81, 70], [852, 329, 7, 6], [529, 314, 5, 6], [51, 254, 69, 49]]","[5670, 42, 30, 3381]","[3, 2, 5, 3]",4
5257.png,"(1622, 626)","[[1052, 274, 68, 64]]",[4352],[2],1
5258.png,"(1622, 626)","[[1508, 214, 61, 61], [1093, 299, 25, 23]]","[3721, 575]","[5, 2]",2
5259.png,"(1622, 626)","[[753, 142, 26, 26], [1377, 122, 90, 110], [1410, 0, 96, 113], [1509, 41, 104, 69], [1522, 0, 98, 36], [219, 128, 25, 32]]","[676, 9900, 10848, 7176, 3528, 800]","[2, 2, 5, 6, 6, 2]",6
5261.png,"(1622, 626)","[[838, 263, 42, 43]]",[1806],[2],1
5262.png,"(1622, 626)","[[606, 204, 48, 49]]",[2352],[2],1
5263.png,"(1622, 626)","[[583, 378, 6, 6], [597, 360, 11, 9], [583, 384, 6, 6]]","[36, 99, 36]","[3, 3, 6]",3
5264.png,"(1622, 626)","[[921, 239, 37, 40]]",[1480],[2],1
5265.png,"(1622, 626)","[[776, 274, 9, 9]]",[81],[2],1
